2023-10-10 12:16:17,333 INFO    StreamThr :28224 [internal.py:wandb_internal():86] W&B internal server running at pid: 28224, started at: 2023-10-10 12:16:17.332660
2023-10-10 12:16:17,334 DEBUG   HandlerThread:28224 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:16:17,343 INFO    WriterThread:28224 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121617-qnh675um/run-qnh675um.wandb
2023-10-10 12:16:17,343 DEBUG   SenderThread:28224 [sender.py:send():380] send: header
2023-10-10 12:16:17,373 DEBUG   SenderThread:28224 [sender.py:send():380] send: run
2023-10-10 12:16:18,328 INFO    SenderThread:28224 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121617-qnh675um/files
2023-10-10 12:16:18,328 INFO    SenderThread:28224 [sender.py:_start_run_threads():1122] run started: qnh675um with start time 1696920377.333639
2023-10-10 12:16:18,338 DEBUG   HandlerThread:28224 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:16:18,338 DEBUG   SenderThread:28224 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:16:18,693 DEBUG   HandlerThread:28224 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:16:18,698 DEBUG   HandlerThread:28224 [system_info.py:__init__():32] System info init
2023-10-10 12:16:18,698 DEBUG   HandlerThread:28224 [system_info.py:__init__():47] System info init done
2023-10-10 12:16:18,698 INFO    HandlerThread:28224 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:16:18,698 INFO    SystemMonitor:28224 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:16:18,698 INFO    HandlerThread:28224 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:16:18,699 INFO    SystemMonitor:28224 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:16:18,699 DEBUG   HandlerThread:28224 [system_info.py:probe():196] Probing system
2023-10-10 12:16:18,699 INFO    SystemMonitor:28224 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:16:18,700 INFO    SystemMonitor:28224 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:16:18,701 INFO    SystemMonitor:28224 [interfaces.py:start():190] Started memory monitoring
