2023-10-10 13:37:22,786 INFO    StreamThr :32809 [internal.py:wandb_internal():86] W&B internal server running at pid: 32809, started at: 2023-10-10 13:37:22.785699
2023-10-10 13:37:22,787 DEBUG   HandlerThread:32809 [handler.py:handle_request():144] handle_request: status
2023-10-10 13:37:22,794 INFO    WriterThread:32809 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_133722-gwsouekw/run-gwsouekw.wandb
2023-10-10 13:37:22,795 DEBUG   SenderThread:32809 [sender.py:send():380] send: header
2023-10-10 13:37:22,843 DEBUG   SenderThread:32809 [sender.py:send():380] send: run
2023-10-10 13:37:23,805 INFO    SenderThread:32809 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_133722-gwsouekw/files
2023-10-10 13:37:23,805 INFO    SenderThread:32809 [sender.py:_start_run_threads():1122] run started: gwsouekw with start time 1696925242.786526
2023-10-10 13:37:23,814 DEBUG   HandlerThread:32809 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 13:37:23,814 DEBUG   SenderThread:32809 [sender.py:send_request():407] send_request: check_version
2023-10-10 13:37:24,160 DEBUG   HandlerThread:32809 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 13:37:24,166 DEBUG   HandlerThread:32809 [system_info.py:__init__():32] System info init
2023-10-10 13:37:24,166 DEBUG   HandlerThread:32809 [system_info.py:__init__():47] System info init done
2023-10-10 13:37:24,166 INFO    HandlerThread:32809 [system_monitor.py:start():181] Starting system monitor
2023-10-10 13:37:24,166 INFO    SystemMonitor:32809 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 13:37:24,166 INFO    HandlerThread:32809 [system_monitor.py:probe():201] Collecting system info
2023-10-10 13:37:24,167 INFO    SystemMonitor:32809 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 13:37:24,167 DEBUG   HandlerThread:32809 [system_info.py:probe():196] Probing system
2023-10-10 13:37:24,167 INFO    SystemMonitor:32809 [interfaces.py:start():190] Started disk monitoring
2023-10-10 13:37:24,169 INFO    SystemMonitor:32809 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 13:37:24,170 INFO    SystemMonitor:32809 [interfaces.py:start():190] Started memory monitoring
2023-10-10 13:37:24,172 INFO    SystemMonitor:32809 [interfaces.py:start():190] Started network monitoring
2023-10-10 13:37:24,177 DEBUG   HandlerThread:32809 [system_info.py:_probe_git():181] Probing git
2023-10-10 13:37:24,202 DEBUG   HandlerThread:32809 [system_info.py:_probe_git():189] Probing git done
