2023-10-10 12:12:21,011 INFO    StreamThr :28056 [internal.py:wandb_internal():86] W&B internal server running at pid: 28056, started at: 2023-10-10 12:12:21.010044
2023-10-10 12:12:21,011 DEBUG   HandlerThread:28056 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:12:21,018 INFO    WriterThread:28056 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121220-936bc29o/run-936bc29o.wandb
2023-10-10 12:12:21,019 DEBUG   SenderThread:28056 [sender.py:send():380] send: header
2023-10-10 12:12:21,047 DEBUG   SenderThread:28056 [sender.py:send():380] send: run
2023-10-10 12:12:23,341 INFO    SenderThread:28056 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121220-936bc29o/files
2023-10-10 12:12:23,342 INFO    SenderThread:28056 [sender.py:_start_run_threads():1122] run started: 936bc29o with start time 1696920141.010283
2023-10-10 12:12:23,356 DEBUG   HandlerThread:28056 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:12:23,357 DEBUG   SenderThread:28056 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:12:23,714 DEBUG   HandlerThread:28056 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:12:23,730 DEBUG   HandlerThread:28056 [system_info.py:__init__():32] System info init
2023-10-10 12:12:23,730 DEBUG   HandlerThread:28056 [system_info.py:__init__():47] System info init done
2023-10-10 12:12:23,730 INFO    HandlerThread:28056 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:12:23,730 INFO    SystemMonitor:28056 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:12:23,730 INFO    HandlerThread:28056 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:12:23,731 INFO    SystemMonitor:28056 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:12:23,732 DEBUG   HandlerThread:28056 [system_info.py:probe():196] Probing system
2023-10-10 12:12:23,732 INFO    SystemMonitor:28056 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:12:23,734 INFO    SystemMonitor:28056 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:12:23,734 INFO    SystemMonitor:28056 [interfaces.py:start():190] Started memory monitoring
2023-10-10 12:12:23,737 INFO    SystemMonitor:28056 [interfaces.py:start():190] Started network monitoring
2023-10-10 12:12:23,749 DEBUG   HandlerThread:28056 [system_info.py:_probe_git():181] Probing git
2023-10-10 12:12:23,777 DEBUG   HandlerThread:28056 [system_info.py:_probe_git():189] Probing git done
2023-10-10 12:12:23,777 DEBUG   HandlerThread:28056 [system_info.py:probe():244] Probing system done
2023-10-10 12:12:23,777 DEBUG   HandlerThread:28056 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-10-10T06:42:23.732334', 'startedAt': '2023-10-10T06:42:20.990665', 'docker': None, 'cuda': None, 'args': ('--track', '1', '--description', 'wandblogging'), 'state': 'running', 'program': '/Users/stav.42/RL_Library/cartpole/ppo/tparallel.py', 'codePathLocal': 'tparallel.py', 'codePath': 'cartpole/ppo/tparallel.py', 'git': {'remote': 'https://github.com/Stav42/RL_Library.git', 'commit': 'f33a052313963931f49c2ad3221324b3dc2efc94'}, 'email': 'vaditya@iitk.ac.in', 'root': '/Users/stav.42/RL_Library', 'host': 'Adityas-MacBook-Pro.local', 'username': 'stav.42', 'executable': '/Users/stav.42/miniconda3/envs/pytorch_RL/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 126.17629623413086}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-10-10 12:12:23,777 INFO    HandlerThread:28056 [system_monitor.py:probe():211] Finished collecting system info
2023-10-10 12:12:23,777 INFO    HandlerThread:28056 [system_monitor.py:probe():214] Publishing system info
2023-10-10 12:12:23,777 DEBUG   HandlerThread:28056 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-10 12:12:23,778 DEBUG   HandlerThread:28056 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-10 12:12:23,778 DEBUG   HandlerThread:28056 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-10 12:12:24,348 INFO    Thread-12 :28056 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121220-936bc29o/files/conda-environment.yaml
2023-10-10 12:12:24,348 INFO    Thread-12 :28056 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121220-936bc29o/files/requirements.txt
2023-10-10 12:12:25,833 DEBUG   HandlerThread:28056 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-10 12:12:25,834 DEBUG   HandlerThread:28056 [system_info.py:_save_code():90] Saving code
2023-10-10 12:12:25,848 DEBUG   HandlerThread:28056 [system_info.py:_save_code():111] Saving code done
2023-10-10 12:12:25,848 DEBUG   HandlerThread:28056 [system_info.py:_save_patches():128] Saving git patches
2023-10-10 12:12:25,932 DEBUG   HandlerThread:28056 [system_info.py:_save_patches():170] Saving git patches done
2023-10-10 12:12:25,933 INFO    HandlerThread:28056 [system_monitor.py:probe():216] Finished publishing system info
2023-10-10 12:12:25,939 DEBUG   SenderThread:28056 [sender.py:send():380] send: files
2023-10-10 12:12:25,939 INFO    SenderThread:28056 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-10 12:12:25,940 INFO    SenderThread:28056 [sender.py:_save_file():1378] saving file code/cartpole/ppo/tparallel.py with policy now
2023-10-10 12:12:25,940 INFO    SenderThread:28056 [sender.py:_save_file():1378] saving file diff.patch with policy now
2023-10-10 12:12:25,946 DEBUG   HandlerThread:28056 [handler.py:handle_request():144] handle_request: stop_status
2023-10-10 12:12:25,946 DEBUG   SenderThread:28056 [sender.py:send_request():407] send_request: stop_status
2023-10-10 12:12:25,947 DEBUG   HandlerThread:28056 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-10 12:12:25,948 INFO    HandlerThread:28056 [handler.py:handle_tbrecord():742] handling tbrecord: tbrecord {
  log_dir: "runs/InvertedPendulum-v4__wandblogging__10-Oct-2023__1696920145"
  save: true
}
control {
  relay_id: "884e61fcd8bc449fa847232bc160570e"
}
_info {
  stream_id: "936bc29o"
}

2023-10-10 12:12:25,948 DEBUG   HandlerThread:28056 [config_util.py:dict_from_config_file():104] no default config file found in config-defaults.yaml
2023-10-10 12:12:26,358 INFO    Thread-12 :28056 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_121220-936bc29o/files/conda-environment.yaml
