2023-10-10 12:42:39,297 INFO    StreamThr :30181 [internal.py:wandb_internal():86] W&B internal server running at pid: 30181, started at: 2023-10-10 12:42:39.295830
2023-10-10 12:42:39,306 DEBUG   HandlerThread:30181 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:42:39,315 INFO    WriterThread:30181 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_124239-kv05bp7x/run-kv05bp7x.wandb
2023-10-10 12:42:39,316 DEBUG   SenderThread:30181 [sender.py:send():380] send: header
2023-10-10 12:42:39,354 DEBUG   SenderThread:30181 [sender.py:send():380] send: run
2023-10-10 12:42:40,184 INFO    SenderThread:30181 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_124239-kv05bp7x/files
2023-10-10 12:42:40,185 INFO    SenderThread:30181 [sender.py:_start_run_threads():1122] run started: kv05bp7x with start time 1696921959.298947
2023-10-10 12:42:40,198 DEBUG   HandlerThread:30181 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:42:40,198 DEBUG   SenderThread:30181 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:42:40,514 DEBUG   HandlerThread:30181 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:42:40,520 DEBUG   HandlerThread:30181 [system_info.py:__init__():32] System info init
2023-10-10 12:42:40,521 DEBUG   HandlerThread:30181 [system_info.py:__init__():47] System info init done
2023-10-10 12:42:40,521 INFO    HandlerThread:30181 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:42:40,521 INFO    SystemMonitor:30181 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:42:40,521 INFO    HandlerThread:30181 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:42:40,521 DEBUG   HandlerThread:30181 [system_info.py:probe():196] Probing system
2023-10-10 12:42:40,521 INFO    SystemMonitor:30181 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:42:40,521 INFO    SystemMonitor:30181 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:42:40,523 INFO    SystemMonitor:30181 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:42:40,524 INFO    SystemMonitor:30181 [interfaces.py:start():190] Started memory monitoring
2023-10-10 12:42:40,525 INFO    SystemMonitor:30181 [interfaces.py:start():190] Started network monitoring
2023-10-10 12:42:40,528 DEBUG   HandlerThread:30181 [system_info.py:_probe_git():181] Probing git
2023-10-10 12:42:40,549 DEBUG   HandlerThread:30181 [system_info.py:_probe_git():189] Probing git done
2023-10-10 12:42:40,549 DEBUG   HandlerThread:30181 [system_info.py:probe():244] Probing system done
