2023-10-10 12:23:38,167 INFO    StreamThr :28728 [internal.py:wandb_internal():86] W&B internal server running at pid: 28728, started at: 2023-10-10 12:23:38.166454
2023-10-10 12:23:38,168 DEBUG   HandlerThread:28728 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:23:38,176 INFO    WriterThread:28728 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_122338-g4jziv4p/run-g4jziv4p.wandb
2023-10-10 12:23:38,177 DEBUG   SenderThread:28728 [sender.py:send():380] send: header
2023-10-10 12:23:38,213 DEBUG   SenderThread:28728 [sender.py:send():380] send: run
2023-10-10 12:23:39,357 INFO    SenderThread:28728 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_122338-g4jziv4p/files
2023-10-10 12:23:39,358 INFO    SenderThread:28728 [sender.py:_start_run_threads():1122] run started: g4jziv4p with start time 1696920818.167618
2023-10-10 12:23:39,367 DEBUG   HandlerThread:28728 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:23:39,367 DEBUG   SenderThread:28728 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:23:39,675 DEBUG   HandlerThread:28728 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:23:39,681 DEBUG   HandlerThread:28728 [system_info.py:__init__():32] System info init
2023-10-10 12:23:39,681 DEBUG   HandlerThread:28728 [system_info.py:__init__():47] System info init done
2023-10-10 12:23:39,681 INFO    HandlerThread:28728 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:23:39,681 INFO    SystemMonitor:28728 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:23:39,681 INFO    HandlerThread:28728 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:23:39,681 DEBUG   HandlerThread:28728 [system_info.py:probe():196] Probing system
2023-10-10 12:23:39,682 INFO    SystemMonitor:28728 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:23:39,682 INFO    SystemMonitor:28728 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:23:39,686 INFO    SystemMonitor:28728 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:23:39,687 INFO    SystemMonitor:28728 [interfaces.py:start():190] Started memory monitoring
2023-10-10 12:23:39,688 INFO    SystemMonitor:28728 [interfaces.py:start():190] Started network monitoring
2023-10-10 12:23:39,695 DEBUG   HandlerThread:28728 [system_info.py:_probe_git():181] Probing git
2023-10-10 12:23:39,728 DEBUG   HandlerThread:28728 [system_info.py:_probe_git():189] Probing git done
2023-10-10 12:23:39,729 DEBUG   HandlerThread:28728 [system_info.py:probe():244] Probing system done
2023-10-10 12:23:39,729 DEBUG   HandlerThread:28728 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-10-10T06:53:39.681741', 'startedAt': '2023-10-10T06:53:38.157981', 'docker': None, 'cuda': None, 'args': ('--track', '1', '--description', 'wandblogging'), 'state': 'running', 'program': '/Users/stav.42/RL_Library/cartpole/ppo/tparallel.py', 'codePathLocal': 'tparallel.py', 'codePath': 'cartpole/ppo/tparallel.py', 'git': {'remote': 'https://github.com/Stav42/RL_Library.git', 'commit': 'f33a052313963931f49c2ad3221324b3dc2efc94'}, 'email': 'vaditya@iitk.ac.in', 'root': '/Users/stav.42/RL_Library', 'host': 'Adityas-MacBook-Pro.local', 'username': 'stav.42', 'executable': '/Users/stav.42/miniconda3/envs/pytorch_RL/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 126.18913650512695}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-10-10 12:23:39,729 INFO    HandlerThread:28728 [system_monitor.py:probe():211] Finished collecting system info
2023-10-10 12:23:39,729 INFO    HandlerThread:28728 [system_monitor.py:probe():214] Publishing system info
2023-10-10 12:23:39,729 DEBUG   HandlerThread:28728 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-10 12:23:39,729 DEBUG   HandlerThread:28728 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-10 12:23:39,729 DEBUG   HandlerThread:28728 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-10 12:23:40,363 INFO    Thread-12 :28728 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_122338-g4jziv4p/files/requirements.txt
2023-10-10 12:23:40,364 INFO    Thread-12 :28728 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_122338-g4jziv4p/files/conda-environment.yaml
2023-10-10 12:23:41,368 INFO    Thread-12 :28728 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_122338-g4jziv4p/files/conda-environment.yaml
2023-10-10 12:23:41,425 DEBUG   HandlerThread:28728 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-10 12:23:41,425 DEBUG   HandlerThread:28728 [system_info.py:_save_code():90] Saving code
2023-10-10 12:23:41,436 DEBUG   HandlerThread:28728 [system_info.py:_save_code():111] Saving code done
2023-10-10 12:23:41,437 DEBUG   HandlerThread:28728 [system_info.py:_save_patches():128] Saving git patches
2023-10-10 12:23:41,504 DEBUG   HandlerThread:28728 [system_info.py:_save_patches():170] Saving git patches done
2023-10-10 12:23:41,504 INFO    HandlerThread:28728 [system_monitor.py:probe():216] Finished publishing system info
2023-10-10 12:23:41,507 DEBUG   SenderThread:28728 [sender.py:send():380] send: files
