2023-10-10 12:30:37,263 INFO    StreamThr :29102 [internal.py:wandb_internal():86] W&B internal server running at pid: 29102, started at: 2023-10-10 12:30:37.260749
2023-10-10 12:30:37,270 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:30:37,285 INFO    WriterThread:29102 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/run-lx3f9mho.wandb
2023-10-10 12:30:37,286 DEBUG   SenderThread:29102 [sender.py:send():380] send: header
2023-10-10 12:30:37,317 DEBUG   SenderThread:29102 [sender.py:send():380] send: run
2023-10-10 12:30:38,383 INFO    SenderThread:29102 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files
2023-10-10 12:30:38,383 INFO    SenderThread:29102 [sender.py:_start_run_threads():1122] run started: lx3f9mho with start time 1696921237.270538
2023-10-10 12:30:38,388 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:30:38,388 DEBUG   SenderThread:29102 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:30:38,768 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:30:38,775 DEBUG   HandlerThread:29102 [system_info.py:__init__():32] System info init
2023-10-10 12:30:38,775 DEBUG   HandlerThread:29102 [system_info.py:__init__():47] System info init done
2023-10-10 12:30:38,775 INFO    HandlerThread:29102 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:30:38,775 INFO    SystemMonitor:29102 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:30:38,775 INFO    HandlerThread:29102 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:30:38,775 INFO    SystemMonitor:29102 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:30:38,775 DEBUG   HandlerThread:29102 [system_info.py:probe():196] Probing system
2023-10-10 12:30:38,776 INFO    SystemMonitor:29102 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:30:38,777 INFO    SystemMonitor:29102 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:30:38,778 INFO    SystemMonitor:29102 [interfaces.py:start():190] Started memory monitoring
2023-10-10 12:30:38,779 INFO    SystemMonitor:29102 [interfaces.py:start():190] Started network monitoring
2023-10-10 12:30:38,783 DEBUG   HandlerThread:29102 [system_info.py:_probe_git():181] Probing git
2023-10-10 12:30:38,812 DEBUG   HandlerThread:29102 [system_info.py:_probe_git():189] Probing git done
2023-10-10 12:30:38,812 DEBUG   HandlerThread:29102 [system_info.py:probe():244] Probing system done
2023-10-10 12:30:38,812 DEBUG   HandlerThread:29102 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-10-10T07:00:38.776892', 'startedAt': '2023-10-10T07:00:37.248887', 'docker': None, 'cuda': None, 'args': ('--track', '1', '--description', 'wandblogging'), 'state': 'running', 'program': '/Users/stav.42/RL_Library/cartpole/ppo/tparallel.py', 'codePathLocal': 'tparallel.py', 'codePath': 'cartpole/ppo/tparallel.py', 'git': {'remote': 'https://github.com/Stav42/RL_Library.git', 'commit': 'f33a052313963931f49c2ad3221324b3dc2efc94'}, 'email': 'vaditya@iitk.ac.in', 'root': '/Users/stav.42/RL_Library', 'host': 'Adityas-MacBook-Pro.local', 'username': 'stav.42', 'executable': '/Users/stav.42/miniconda3/envs/pytorch_RL/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 126.19856643676758}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-10-10 12:30:38,812 INFO    HandlerThread:29102 [system_monitor.py:probe():211] Finished collecting system info
2023-10-10 12:30:38,812 INFO    HandlerThread:29102 [system_monitor.py:probe():214] Publishing system info
2023-10-10 12:30:38,812 DEBUG   HandlerThread:29102 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-10 12:30:38,813 DEBUG   HandlerThread:29102 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-10 12:30:38,813 DEBUG   HandlerThread:29102 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-10 12:30:39,391 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/conda-environment.yaml
2023-10-10 12:30:39,391 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/requirements.txt
2023-10-10 12:30:40,690 DEBUG   HandlerThread:29102 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-10 12:30:40,690 DEBUG   HandlerThread:29102 [system_info.py:_save_code():90] Saving code
2023-10-10 12:30:40,701 DEBUG   HandlerThread:29102 [system_info.py:_save_code():111] Saving code done
2023-10-10 12:30:40,702 DEBUG   HandlerThread:29102 [system_info.py:_save_patches():128] Saving git patches
2023-10-10 12:30:40,772 DEBUG   HandlerThread:29102 [system_info.py:_save_patches():170] Saving git patches done
2023-10-10 12:30:40,772 INFO    HandlerThread:29102 [system_monitor.py:probe():216] Finished publishing system info
2023-10-10 12:30:40,776 DEBUG   SenderThread:29102 [sender.py:send():380] send: files
2023-10-10 12:30:40,776 INFO    SenderThread:29102 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-10 12:30:40,776 INFO    SenderThread:29102 [sender.py:_save_file():1378] saving file code/cartpole/ppo/tparallel.py with policy now
2023-10-10 12:30:40,776 INFO    SenderThread:29102 [sender.py:_save_file():1378] saving file diff.patch with policy now
2023-10-10 12:30:40,781 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: stop_status
2023-10-10 12:30:40,781 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-10 12:30:40,782 DEBUG   SenderThread:29102 [sender.py:send_request():407] send_request: stop_status
2023-10-10 12:30:40,783 INFO    HandlerThread:29102 [handler.py:handle_tbrecord():742] handling tbrecord: tbrecord {
  log_dir: "runs/InvertedPendulum-v4__wandblogging__10-Oct-2023__1696921240"
  save: true
}
control {
  relay_id: "1d52930e22b245bcad94d2421fb066ec"
}
_info {
  stream_id: "lx3f9mho"
}

2023-10-10 12:30:40,787 DEBUG   HandlerThread:29102 [config_util.py:dict_from_config_file():104] no default config file found in config-defaults.yaml
2023-10-10 12:30:41,214 DEBUG   SenderThread:29102 [sender.py:send():380] send: telemetry
2023-10-10 12:30:41,215 DEBUG   SenderThread:29102 [sender.py:send():380] send: tbrecord
2023-10-10 12:30:41,215 DEBUG   SenderThread:29102 [sender.py:send():380] send: files
2023-10-10 12:30:41,215 INFO    SenderThread:29102 [sender.py:_save_file():1378] saving file events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0 with policy live
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/conda-environment.yaml
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/output.log
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/wandb-metadata.json
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/code/cartpole/ppo/tparallel.py
2023-10-10 12:30:41,396 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/diff.patch
2023-10-10 12:30:41,397 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/code/cartpole/ppo
2023-10-10 12:30:41,397 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/code/cartpole
2023-10-10 12:30:41,397 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/code
2023-10-10 12:30:41,560 DEBUG   SenderThread:29102 [sender.py:send():380] send: config
2023-10-10 12:30:42,009 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: log_artifact
2023-10-10 12:30:42,009 DEBUG   SenderThread:29102 [sender.py:send_request():407] send_request: log_artifact
2023-10-10 12:30:42,042 INFO    wandb-upload_0:29102 [upload_job.py:push():131] Uploaded file /var/folders/f5/tz3zrky52t382vsv5zf3y6j00000gn/T/tmp6ux4x9ebwandb/z2invh8j-wandb-metadata.json
2023-10-10 12:30:42,112 INFO    wandb-upload_3:29102 [upload_job.py:push():131] Uploaded file /var/folders/f5/tz3zrky52t382vsv5zf3y6j00000gn/T/tmp6ux4x9ebwandb/baatyrff-events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0
2023-10-10 12:30:42,142 INFO    wandb-upload_1:29102 [upload_job.py:push():131] Uploaded file /var/folders/f5/tz3zrky52t382vsv5zf3y6j00000gn/T/tmp6ux4x9ebwandb/4mk2ikpa-code/cartpole/ppo/tparallel.py
2023-10-10 12:30:42,401 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/media/table/Sampling Rollout time per step_table_0_935d16e476dfe228b519.table.json
2023-10-10 12:30:42,402 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/media/table
2023-10-10 12:30:42,402 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/media
2023-10-10 12:30:42,703 INFO    wandb-upload_2:29102 [upload_job.py:push():131] Uploaded file /var/folders/f5/tz3zrky52t382vsv5zf3y6j00000gn/T/tmp6ux4x9ebwandb/ls10733d-diff.patch
2023-10-10 12:30:42,715 DEBUG   HandlerThread:29102 [handler.py:handle_request():144] handle_request: partial_history
2023-10-10 12:30:43,178 INFO    wandb-upload_0:29102 [upload_job.py:push():131] Uploaded file /var/folders/f5/tz3zrky52t382vsv5zf3y6j00000gn/T/tmp6ux4x9ebwandb/fxdldz1c-media/table/Sampling Rollout time per step_table_0_935d16e476dfe228b519.table.json
2023-10-10 12:30:43,402 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0
2023-10-10 12:30:43,402 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/output.log
2023-10-10 12:30:44,407 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0
2023-10-10 12:30:44,832 INFO    wandb-upload_1:29102 [upload_job.py:push():89] Uploaded file /Users/stav.42/Library/Application Support/wandb/artifacts/staging/tmpkqmcea58
2023-10-10 12:30:45,412 INFO    Thread-12 :29102 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_123037-lx3f9mho/files/events.out.tfevents.1696921240.Adityas-MacBook-Pro.local.29052.0
2023-10-10 12:30:46,250 INFO    SenderThread:29102 [sender.py:send_request_log_artifact():1444] logged artifact run-lx3f9mho-SamplingRollouttimeperstep_table - {'id': 'QXJ0aWZhY3Q6NTk5NTk1OTM3', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEwNTUzMDQ1MA==', 'latestArtifact': None}}
