2023-10-10 12:07:15,660 INFO    StreamThr :27676 [internal.py:wandb_internal():86] W&B internal server running at pid: 27676, started at: 2023-10-10 12:07:15.660015
2023-10-10 12:07:15,661 DEBUG   HandlerThread:27676 [handler.py:handle_request():144] handle_request: status
2023-10-10 12:07:15,669 INFO    WriterThread:27676 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_120715-0ciw1l9b/run-0ciw1l9b.wandb
2023-10-10 12:07:15,670 DEBUG   SenderThread:27676 [sender.py:send():380] send: header
2023-10-10 12:07:15,703 DEBUG   SenderThread:27676 [sender.py:send():380] send: run
2023-10-10 12:07:16,529 INFO    SenderThread:27676 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_120715-0ciw1l9b/files
2023-10-10 12:07:16,529 INFO    SenderThread:27676 [sender.py:_start_run_threads():1122] run started: 0ciw1l9b with start time 1696919835.660776
2023-10-10 12:07:16,538 DEBUG   HandlerThread:27676 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 12:07:16,538 DEBUG   SenderThread:27676 [sender.py:send_request():407] send_request: check_version
2023-10-10 12:07:16,843 DEBUG   HandlerThread:27676 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 12:07:16,851 DEBUG   HandlerThread:27676 [system_info.py:__init__():32] System info init
2023-10-10 12:07:16,851 DEBUG   HandlerThread:27676 [system_info.py:__init__():47] System info init done
2023-10-10 12:07:16,851 INFO    HandlerThread:27676 [system_monitor.py:start():181] Starting system monitor
2023-10-10 12:07:16,851 INFO    SystemMonitor:27676 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 12:07:16,851 INFO    HandlerThread:27676 [system_monitor.py:probe():201] Collecting system info
2023-10-10 12:07:16,852 INFO    SystemMonitor:27676 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 12:07:16,853 DEBUG   HandlerThread:27676 [system_info.py:probe():196] Probing system
2023-10-10 12:07:16,853 INFO    SystemMonitor:27676 [interfaces.py:start():190] Started disk monitoring
2023-10-10 12:07:16,854 INFO    SystemMonitor:27676 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 12:07:16,856 INFO    SystemMonitor:27676 [interfaces.py:start():190] Started memory monitoring
2023-10-10 12:07:16,857 INFO    SystemMonitor:27676 [interfaces.py:start():190] Started network monitoring
2023-10-10 12:07:16,861 DEBUG   HandlerThread:27676 [system_info.py:_probe_git():181] Probing git
2023-10-10 12:07:16,889 DEBUG   HandlerThread:27676 [system_info.py:_probe_git():189] Probing git done
2023-10-10 12:07:16,889 DEBUG   HandlerThread:27676 [system_info.py:probe():244] Probing system done
