2023-10-10 14:00:53,945 INFO    StreamThr :34089 [internal.py:wandb_internal():86] W&B internal server running at pid: 34089, started at: 2023-10-10 14:00:53.943850
2023-10-10 14:00:53,947 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: status
2023-10-10 14:00:53,956 INFO    WriterThread:34089 [datastore.py:open_for_write():85] open: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/run-cmw9bg9l.wandb
2023-10-10 14:00:53,957 DEBUG   SenderThread:34089 [sender.py:send():380] send: header
2023-10-10 14:00:54,008 DEBUG   SenderThread:34089 [sender.py:send():380] send: run
2023-10-10 14:00:55,020 INFO    SenderThread:34089 [dir_watcher.py:__init__():211] watching files in: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files
2023-10-10 14:00:55,020 INFO    SenderThread:34089 [sender.py:_start_run_threads():1122] run started: cmw9bg9l with start time 1696926653.945215
2023-10-10 14:00:55,034 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: check_version
2023-10-10 14:00:55,034 DEBUG   SenderThread:34089 [sender.py:send_request():407] send_request: check_version
2023-10-10 14:00:55,552 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: run_start
2023-10-10 14:00:55,561 DEBUG   HandlerThread:34089 [system_info.py:__init__():32] System info init
2023-10-10 14:00:55,561 DEBUG   HandlerThread:34089 [system_info.py:__init__():47] System info init done
2023-10-10 14:00:55,561 INFO    HandlerThread:34089 [system_monitor.py:start():181] Starting system monitor
2023-10-10 14:00:55,561 INFO    SystemMonitor:34089 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-10 14:00:55,561 INFO    HandlerThread:34089 [system_monitor.py:probe():201] Collecting system info
2023-10-10 14:00:55,563 INFO    SystemMonitor:34089 [interfaces.py:start():190] Started cpu monitoring
2023-10-10 14:00:55,563 DEBUG   HandlerThread:34089 [system_info.py:probe():196] Probing system
2023-10-10 14:00:55,563 INFO    SystemMonitor:34089 [interfaces.py:start():190] Started disk monitoring
2023-10-10 14:00:55,563 INFO    SystemMonitor:34089 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-10 14:00:55,567 INFO    SystemMonitor:34089 [interfaces.py:start():190] Started memory monitoring
2023-10-10 14:00:55,570 INFO    SystemMonitor:34089 [interfaces.py:start():190] Started network monitoring
2023-10-10 14:00:55,583 DEBUG   HandlerThread:34089 [system_info.py:_probe_git():181] Probing git
2023-10-10 14:00:55,633 DEBUG   HandlerThread:34089 [system_info.py:_probe_git():189] Probing git done
2023-10-10 14:00:55,633 DEBUG   HandlerThread:34089 [system_info.py:probe():244] Probing system done
2023-10-10 14:00:55,633 DEBUG   HandlerThread:34089 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-10-10T08:30:55.563434', 'startedAt': '2023-10-10T08:30:53.932104', 'docker': None, 'cuda': None, 'args': ('--track', '1', '--description', 'wandblogging'), 'state': 'running', 'program': '/Users/stav.42/RL_Library/cartpole/ppo/tparallel.py', 'codePathLocal': 'tparallel.py', 'codePath': 'cartpole/ppo/tparallel.py', 'git': {'remote': 'https://github.com/Stav42/RL_Library.git', 'commit': 'e886a764025f1ba101d6dfbbcd599c11e75818c3'}, 'email': 'vaditya@iitk.ac.in', 'root': '/Users/stav.42/RL_Library', 'host': 'Adityas-MacBook-Pro.local', 'username': 'stav.42', 'executable': '/Users/stav.42/miniconda3/envs/pytorch_RL/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 126.3173713684082}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-10-10 14:00:55,633 INFO    HandlerThread:34089 [system_monitor.py:probe():211] Finished collecting system info
2023-10-10 14:00:55,633 INFO    HandlerThread:34089 [system_monitor.py:probe():214] Publishing system info
2023-10-10 14:00:55,633 DEBUG   HandlerThread:34089 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-10 14:00:55,634 DEBUG   HandlerThread:34089 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-10 14:00:55,634 DEBUG   HandlerThread:34089 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-10 14:00:56,023 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/requirements.txt
2023-10-10 14:00:56,024 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/conda-environment.yaml
2023-10-10 14:01:00,191 DEBUG   HandlerThread:34089 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-10 14:01:00,191 DEBUG   HandlerThread:34089 [system_info.py:_save_code():90] Saving code
2023-10-10 14:01:00,208 DEBUG   HandlerThread:34089 [system_info.py:_save_code():111] Saving code done
2023-10-10 14:01:00,208 DEBUG   HandlerThread:34089 [system_info.py:_save_patches():128] Saving git patches
2023-10-10 14:01:00,338 DEBUG   HandlerThread:34089 [system_info.py:_save_patches():170] Saving git patches done
2023-10-10 14:01:00,339 INFO    HandlerThread:34089 [system_monitor.py:probe():216] Finished publishing system info
2023-10-10 14:01:00,346 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: status_report
2023-10-10 14:01:00,346 DEBUG   SenderThread:34089 [sender.py:send():380] send: files
2023-10-10 14:01:00,346 INFO    SenderThread:34089 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-10 14:01:00,347 INFO    SenderThread:34089 [sender.py:_save_file():1378] saving file code/cartpole/ppo/tparallel.py with policy now
2023-10-10 14:01:00,347 INFO    SenderThread:34089 [sender.py:_save_file():1378] saving file diff.patch with policy now
2023-10-10 14:01:00,356 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-10 14:01:00,357 DEBUG   HandlerThread:34089 [handler.py:handle_request():144] handle_request: stop_status
2023-10-10 14:01:00,357 DEBUG   SenderThread:34089 [sender.py:send():380] send: telemetry
2023-10-10 14:01:00,357 DEBUG   SenderThread:34089 [sender.py:send_request():407] send_request: stop_status
2023-10-10 14:01:00,358 INFO    HandlerThread:34089 [handler.py:handle_tbrecord():742] handling tbrecord: tbrecord {
  log_dir: "runs/InvertedPendulum-v4__wandblogging__10-Oct-2023__1696926660"
  save: true
}
control {
  relay_id: "84c94de6d8874d2ab9e49af5cd4d348c"
}
_info {
  stream_id: "cmw9bg9l"
}

2023-10-10 14:01:00,359 DEBUG   HandlerThread:34089 [config_util.py:dict_from_config_file():104] no default config file found in config-defaults.yaml
2023-10-10 14:01:00,740 DEBUG   SenderThread:34089 [sender.py:send():380] send: tbrecord
2023-10-10 14:01:00,741 DEBUG   SenderThread:34089 [sender.py:send():380] send: files
2023-10-10 14:01:00,741 INFO    SenderThread:34089 [sender.py:_save_file():1378] saving file events.out.tfevents.1696926660.Adityas-MacBook-Pro.local.34035.0 with policy live
2023-10-10 14:01:01,048 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/conda-environment.yaml
2023-10-10 14:01:01,048 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/code/cartpole/ppo/tparallel.py
2023-10-10 14:01:01,049 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/output.log
2023-10-10 14:01:01,049 INFO    Thread-12 :34089 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/stav.42/RL_Library/cartpole/ppo/wandb/run-20231010_140053-cmw9bg9l/files/wandb-metadata.json
